inventory_id,store_id,region_code,product_id,category,stock_quantity,reorder_point,days_cover,last_restock_date,is_low_stock,is_ghost_stock,monthly_cost_of_carry_usd
INV-0009430,IR-PK-005,PK,HOM-0010,Home & Living,60,40,18,2024-06-28,False,False,16.8
INV-0002152,IR-UAE-018,UAE,SPL-0012,Sports & Leisure,23,10,79,2024-06-05,False,True,10.12
INV-0010863,IR-BR-002,BR,HOM-0003,Home & Living,138,24,18,2024-10-02,False,False,49.68
INV-0003836,IR-FR-014,FR,SPL-0016,Sports & Leisure,122,25,24,2024-03-28,False,False,29.28
INV-0013500,IR-BR-024,BR,FAP-0020,Fashion & Apparel,87,50,15,2024-08-25,False,False,15.66
INV-0012954,IR-BR-019,BR,SPL-0014,Sports & Leisure,114,45,10,2024-02-23,False,False,148.2
INV-0011442,IR-BR-007,BR,FAP-0002,Fashion & Apparel,32,34,20,2024-06-28,True,False,8.96
INV-0009327,IR-PK-004,PK,HNB-0007,Health & Beauty,54,49,17,2024-02-03,False,False,23.76
INV-0005005,IR-FR-024,FR,HNB-0005,Health & Beauty,60,24,10,2024-09-03,False,False,4.56
INV-0006627,IR-EG-004,EG,ELE-0007,Electronics & Appliances,150,21,15,2024-12-03,False,False,1260.0
INV-0009496,IR-PK-006,PK,GRO-0016,Groceries & Fresh Food,115,41,7,2024-03-28,False,False,17.25
INV-0001628,IR-UAE-014,UAE,HOM-0008,Home & Living,193,48,21,2024-11-03,False,False,42.46
INV-0011148,IR-BR-004,BR,SPL-0008,Sports & Leisure,107,38,26,2024-06-22,False,False,12.84
INV-0009715,IR-PK-007,PK,SPL-0015,Sports & Leisure,21,10,92,2024-06-20,False,True,11.76
INV-0013655,IR-BR-025,BR,HNB-0015,Health & Beauty,193,20,14,2024-10-12,False,False,26.25
INV-0000359,IR-UAE-003,UAE,SPL-0019,Sports & Leisure,28,10,68,2024-09-18,False,True,4.48
INV-0000139,IR-UAE-002,UAE,GRO-0019,Groceries & Fresh Food,112,31,29,2024-09-26,False,False,2.69
INV-0008492,IR-EG-019,EG,HNB-0012,Health & Beauty,103,46,7,2024-04-08,False,False,16.07
INV-0009749,IR-PK-008,PK,ELE-0009,Electronics & Appliances,77,42,16,2024-01-22,False,False,58.52
INV-0000383,IR-UAE-004,UAE,ELE-0003,Electronics & Appliances,80,37,16,2024-08-25,False,False,384.0
INV-0013495,IR-BR-024,BR,FAP-0015,Fashion & Apparel,81,32,12,2024-08-26,False,False,17.82
INV-0004858,IR-FR-023,FR,FAP-0018,Fashion & Apparel,35,26,26,2024-10-03,False,False,9.8
INV-0012942,IR-BR-019,BR,SPL-0002,Sports & Leisure,90,40,25,2024-11-07,False,False,25.2
INV-0001440,IR-UAE-012,UAE,SPL-0020,Sports & Leisure,13,10,61,2024-04-08,False,True,1.56
INV-0009570,IR-PK-006,PK,HNB-0010,Health & Beauty,159,37,14,2024-01-12,False,False,11.13
INV-0000947,IR-UAE-008,UAE,SPL-0007,Sports & Leisure,21,10,110,2024-05-16,False,True,9.24
INV-0005499,IR-FR-028,FR,HNB-0019,Health & Beauty,127,24,18,2024-01-20,False,False,10.67
INV-0004917,IR-FR-023,FR,SPL-0017,Sports & Leisure,172,34,18,2024-07-20,False,False,24.08
INV-0008557,IR-EG-020,EG,ELE-0017,Electronics & Appliances,161,41,26,2024-11-02,False,False,563.5
INV-0001933,IR-UAE-017,UAE,GRO-0013,Groceries & Fresh Food,22,39,14,2024-03-08,True,False,0.57
INV-0002353,IR-FR-002,FR,HOM-0013,Home & Living,101,27,27,2024-12-08,False,False,30.3
INV-0003237,IR-FR-009,FR,SPL-0017,Sports & Leisure,102,22,25,2024-02-20,False,False,14.28
INV-0009494,IR-PK-006,PK,GRO-0014,Groceries & Fresh Food,166,36,24,2024-06-19,False,False,4.65
INV-0011521,IR-BR-008,BR,GRO-0001,Groceries & Fresh Food,126,40,14,2024-09-15,False,False,11.34
INV-0003808,IR-FR-014,FR,HNB-0008,Health & Beauty,142,44,11,2024-09-06,False,False,68.16
INV-0001937,IR-UAE-017,UAE,GRO-0017,Groceries & Fresh Food,99,34,24,2024-10-27,False,False,5.54
INV-0012401,IR-BR-015,BR,FAP-0001,Fashion & Apparel,123,40,9,2024-01-25,False,False,44.28
INV-0004155,IR-FR-017,FR,HOM-0015,Home & Living,146,47,17,2024-04-21,False,False,20.44
INV-0008989,IR-PK-001,PK,SPL-0009,Sports & Leisure,17,10,75,2024-04-23,False,True,1.7
INV-0002417,IR-FR-003,FR,GRO-0017,Groceries & Fresh Food,60,40,7,2024-06-05,False,False,3.36
INV-0010660,IR-PK-015,PK,HNB-0020,Health & Beauty,157,25,24,2024-08-20,False,False,9.73
INV-0006140,IR-FR-034,FR,GRO-0020,Groceries & Fresh Food,183,26,11,2024-08-19,False,False,11.35
INV-0000786,IR-UAE-007,UAE,HOM-0006,Home & Living,190,24,13,2024-09-19,False,False,68.4
INV-0006790,IR-EG-005,EG,HOM-0010,Home & Living,84,29,25,2024-04-16,False,False,23.52
INV-0008037,IR-EG-015,EG,SPL-0017,Sports & Leisure,28,10,116,2024-12-19,False,True,3.92
INV-0008316,IR-EG-018,EG,ELE-0016,Electronics & Appliances,172,31,23,2024-08-19,False,False,1307.2
INV-0013175,IR-BR-021,BR,HNB-0015,Health & Beauty,145,25,17,2024-07-23,False,False,19.72
INV-0005669,IR-FR-030,FR,ELE-0009,Electronics & Appliances,191,41,29,2024-03-15,False,False,145.16
INV-0002173,IR-FR-001,FR,GRO-0013,Groceries & Fresh Food,154,30,10,2024-08-25,False,False,4.0
INV-0002170,IR-FR-001,FR,GRO-0010,Groceries & Fresh Food,78,47,20,2024-12-07,False,False,2.96
INV-0006629,IR-EG-004,EG,ELE-0009,Electronics & Appliances,171,41,28,2024-12-23,False,False,129.96
INV-0004010,IR-FR-016,FR,FAP-0010,Fashion & Apparel,25,40,14,2024-12-08,True,False,11.0
INV-0004341,IR-FR-019,FR,ELE-0001,Electronics & Appliances,62,31,8,2024-01-28,False,False,471.2
INV-0000911,IR-UAE-008,UAE,HOM-0011,Home & Living,169,35,17,2024-01-21,False,False,23.66
INV-0006269,IR-EG-001,EG,ELE-0009,Electronics & Appliances,44,37,15,2024-09-03,False,False,33.44
INV-0002310,IR-FR-002,FR,ELE-0010,Electronics & Appliances,66,45,16,2024-11-14,False,False,23.76
INV-0010034,IR-PK-010,PK,HOM-0014,Home & Living,191,49,11,2024-06-19,False,False,34.38
INV-0009450,IR-PK-005,PK,HNB-0010,Health & Beauty,60,30,16,2024-11-25,False,False,4.2
INV-0006592,IR-EG-003,EG,SPL-0012,Sports & Leisure,24,10,55,2024-11-21,False,True,10.56
INV-0004459,IR-FR-020,FR,GRO-0019,Groceries & Fresh Food,197,30,21,2024-11-08,False,False,4.73
INV-0007598,IR-EG-012,EG,ELE-0018,Electronics & Appliances,181,50,29,2024-09-17,False,False,343.9
INV-0009371,IR-PK-005,PK,GRO-0011,Groceries & Fresh Food,25,33,20,2024-05-05,True,False,0.6
INV-0010705,IR-BR-001,BR,ELE-0005,Electronics & Appliances,34,25,17,2024-06-17,False,False,64.6
INV-0012999,IR-BR-020,BR,ELE-0019,Electronics & Appliances,46,34,22,2024-01-16,False,False,38.64
INV-0004653,IR-FR-021,FR,HNB-0013,Health & Beauty,147,32,28,2024-07-21,False,False,27.93
INV-0006219,IR-FR-034,FR,HNB-0019,Health & Beauty,66,46,12,2024-07-04,False,False,5.54
INV-0000443,IR-UAE-004,UAE,HNB-0003,Health & Beauty,126,45,26,2024-03-21,False,False,10.58
INV-0003416,IR-FR-011,FR,FAP-0016,Fashion & Apparel,185,30,19,2024-06-03,False,False,44.4
INV-0009592,IR-PK-006,PK,SPL-0012,Sports & Leisure,13,10,103,2024-03-08,False,True,5.72
INV-0012175,IR-BR-013,BR,FAP-0015,Fashion & Apparel,50,42,18,2024-08-24,False,False,11.0
INV-0010674,IR-PK-015,PK,SPL-0014,Sports & Leisure,18,10,119,2024-04-07,False,True,23.4
INV-0009650,IR-PK-007,PK,FAP-0010,Fashion & Apparel,170,29,23,2024-03-14,False,False,74.8
INV-0010915,IR-BR-002,BR,SPL-0015,Sports & Leisure,24,31,7,2024-02-25,True,False,13.44
INV-0005745,IR-FR-030,FR,SPL-0005,Sports & Leisure,57,21,26,2024-12-01,False,False,41.04
INV-0001055,IR-UAE-009,UAE,HNB-0015,Health & Beauty,187,40,14,2024-04-11,False,False,25.43
INV-0012144,IR-BR-013,BR,ELE-0004,Electronics & Appliances,158,32,25,2024-09-18,False,False,142.2
INV-0003700,IR-FR-013,FR,HNB-0020,Health & Beauty,82,34,18,2024-09-17,False,False,5.08
INV-0000930,IR-UAE-008,UAE,HNB-0010,Health & Beauty,77,34,13,2024-06-14,False,False,5.39
INV-0006469,IR-EG-002,EG,SPL-0009,Sports & Leisure,25,10,73,2024-06-23,False,True,2.5
INV-0008768,IR-EG-022,EG,GRO-0008,Groceries & Fresh Food,119,31,17,2024-04-21,False,False,1.67
INV-0001830,IR-UAE-016,UAE,ELE-0010,Electronics & Appliances,66,39,30,2024-10-20,False,False,23.76
INV-0010771,IR-BR-001,BR,HNB-0011,Health & Beauty,24,50,26,2024-12-08,True,False,13.44
INV-0011331,IR-BR-006,BR,FAP-0011,Fashion & Apparel,181,44,15,2024-02-01,False,False,101.36
INV-0002012,IR-UAE-017,UAE,HNB-0012,Health & Beauty,26,37,14,2024-11-27,True,False,4.06
INV-0000914,IR-UAE-008,UAE,HOM-0014,Home & Living,148,44,17,2024-09-09,False,False,26.64
INV-0007612,IR-EG-012,EG,FAP-0012,Fashion & Apparel,150,47,20,2024-05-12,False,False,45.0
INV-0011464,IR-BR-007,BR,HOM-0004,Home & Living,120,25,14,2024-11-02,False,False,38.4
INV-0013470,IR-BR-024,BR,ELE-0010,Electronics & Appliances,62,44,11,2024-05-05,False,False,22.32
INV-0002607,IR-FR-004,FR,HNB-0007,Health & Beauty,56,24,9,2024-04-15,False,False,24.64
INV-0004929,IR-FR-024,FR,GRO-0009,Groceries & Fresh Food,26,34,18,2024-04-03,True,False,0.78
INV-0009784,IR-PK-008,PK,HOM-0004,Home & Living,160,35,18,2024-09-10,False,False,51.2
INV-0006565,IR-EG-003,EG,HNB-0005,Health & Beauty,59,32,25,2024-02-16,False,False,4.48
INV-0011334,IR-BR-006,BR,FAP-0014,Fashion & Apparel,29,46,12,2024-02-21,True,False,5.22
INV-0000007,IR-UAE-001,UAE,GRO-0007,Groceries & Fresh Food,53,45,15,2024-01-12,False,False,1.91
INV-0007836,IR-EG-014,EG,ELE-0016,Electronics & Appliances,56,26,22,2024-02-13,False,False,425.6
INV-0006584,IR-EG-003,EG,SPL-0004,Sports & Leisure,18,10,109,2024-02-06,False,True,13.68
INV-0003362,IR-FR-011,FR,GRO-0002,Groceries & Fresh Food,142,20,19,2024-02-20,False,False,2.56
INV-0010136,IR-PK-011,PK,FAP-0016,Fashion & Apparel,95,28,14,2024-08-06,False,False,22.8
INV-0010858,IR-BR-002,BR,FAP-0018,Fashion & Apparel,81,33,14,2024-09-09,False,False,22.68
INV-0001636,IR-UAE-014,UAE,HOM-0016,Home & Living,157,50,17,2024-10-10,False,False,87.92
INV-0001142,IR-UAE-010,UAE,HOM-0002,Home & Living,194,41,30,2024-07-21,False,False,54.32
INV-0012150,IR-BR-013,BR,ELE-0010,Electronics & Appliances,140,32,10,2024-10-01,False,False,50.4
INV-0000360,IR-UAE-003,UAE,SPL-0020,Sports & Leisure,7,10,93,2024-11-23,True,True,0.84
INV-0002071,IR-UAE-018,UAE,ELE-0011,Electronics & Appliances,198,39,21,2024-11-25,False,False,110.88
INV-0003135,IR-FR-009,FR,GRO-0015,Groceries & Fresh Food,63,43,21,2024-06-04,False,False,2.77
INV-0005161,IR-FR-026,FR,GRO-0001,Groceries & Fresh Food,112,41,29,2024-09-06,False,False,10.08
INV-0006991,IR-EG-007,EG,ELE-0011,Electronics & Appliances,108,48,26,2024-07-20,False,False,60.48
INV-0003244,IR-FR-010,FR,GRO-0004,Groceries & Fresh Food,54,21,29,2024-05-13,False,False,7.34
INV-0002243,IR-FR-001,FR,HNB-0003,Health & Beauty,133,23,7,2024-09-11,False,False,11.17
INV-0001475,IR-UAE-013,UAE,ELE-0015,Electronics & Appliances,55,21,26,2024-06-21,False,False,159.5
INV-0012673,IR-BR-017,BR,HOM-0013,Home & Living,95,41,28,2024-03-19,False,False,28.5
INV-0010082,IR-PK-011,PK,GRO-0002,Groceries & Fresh Food,155,50,29,2024-08-25,False,False,2.79
INV-0003260,IR-FR-010,FR,GRO-0020,Groceries & Fresh Food,83,26,17,2024-08-16,False,False,5.15
INV-0010214,IR-PK-012,PK,GRO-0014,Groceries & Fresh Food,118,33,13,2024-11-17,False,False,3.3
INV-0004021,IR-FR-016,FR,HOM-0001,Home & Living,164,37,11,2024-10-23,False,False,72.16
INV-0012605,IR-BR-017,BR,GRO-0005,Groceries & Fresh Food,20,31,13,2024-11-18,True,False,1.28
INV-0008567,IR-EG-020,EG,FAP-0007,Fashion & Apparel,101,39,18,2024-12-09,False,False,16.16
INV-0003501,IR-FR-012,FR,ELE-0001,Electronics & Appliances,90,35,29,2024-12-26,False,False,684.0
INV-0002659,IR-FR-005,FR,GRO-0019,Groceries & Fresh Food,128,22,21,2024-09-01,False,False,3.07
INV-0011763,IR-BR-010,BR,GRO-0003,Groceries & Fresh Food,89,22,15,2024-07-23,False,False,9.26
INV-0001131,IR-UAE-010,UAE,FAP-0011,Fashion & Apparel,198,50,15,2024-10-07,False,False,110.88
INV-0001820,IR-UAE-016,UAE,GRO-0020,Groceries & Fresh Food,171,28,23,2024-12-04,False,False,10.6
INV-0007462,IR-EG-011,EG,ELE-0002,Electronics & Appliances,197,23,11,2024-11-13,False,False,2048.8
INV-0010925,IR-BR-003,BR,GRO-0005,Groceries & Fresh Food,160,24,21,2024-09-26,False,False,10.24
INV-0010886,IR-BR-002,BR,HNB-0006,Health & Beauty,75,27,30,2024-04-28,False,False,11.25
INV-0011369,IR-BR-006,BR,HNB-0009,Health & Beauty,118,20,19,2024-02-28,False,False,12.27
INV-0007065,IR-EG-007,EG,SPL-0005,Sports & Leisure,6,10,55,2024-08-09,True,True,4.32
INV-0004319,IR-FR-018,FR,SPL-0019,Sports & Leisure,163,45,15,2024-01-04,False,False,26.08
INV-0009343,IR-PK-004,PK,SPL-0003,Sports & Leisure,8,10,84,2024-11-21,True,True,1.28
INV-0004670,IR-FR-021,FR,SPL-0010,Sports & Leisure,39,31,28,2024-08-15,False,False,17.16
INV-0009429,IR-PK-005,PK,HOM-0009,Home & Living,23,49,22,2024-01-13,True,False,3.68
INV-0005477,IR-FR-028,FR,HOM-0017,Home & Living,131,36,10,2024-12-03,False,False,31.44
INV-0013692,IR-BR-026,BR,GRO-0012,Groceries & Fresh Food,62,37,22,2024-05-15,False,False,1.36
INV-0012211,IR-BR-013,BR,HNB-0011,Health & Beauty,76,29,27,2024-03-16,False,False,42.56
INV-0001857,IR-UAE-016,UAE,FAP-0017,Fashion & Apparel,34,30,28,2024-02-01,False,False,8.84
INV-0002283,IR-FR-002,FR,GRO-0003,Groceries & Fresh Food,54,44,18,2024-04-07,False,False,5.62
INV-0012307,IR-BR-014,BR,HOM-0007,Home & Living,126,45,22,2024-09-15,False,False,22.68
INV-0004009,IR-FR-016,FR,FAP-0009,Fashion & Apparel,162,26,7,2024-06-26,False,False,113.4
INV-0006402,IR-EG-002,EG,FAP-0002,Fashion & Apparel,79,41,21,2024-09-04,False,False,22.12
INV-0013818,IR-BR-027,BR,GRO-0018,Groceries & Fresh Food,119,21,28,2024-12-03,False,False,2.38
INV-0012911,IR-BR-019,BR,HOM-0011,Home & Living,142,46,19,2024-03-12,False,False,19.88
INV-0000387,IR-UAE-004,UAE,ELE-0007,Electronics & Appliances,50,42,21,2024-06-28,False,False,420.0
INV-0001629,IR-UAE-014,UAE,HOM-0009,Home & Living,28,36,18,2024-03-06,True,False,4.48
INV-0011729,IR-BR-009,BR,HNB-0009,Health & Beauty,168,27,9,2024-12-01,False,False,17.47
INV-0012985,IR-BR-020,BR,ELE-0005,Electronics & Appliances,146,43,10,2024-12-07,False,False,277.4
INV-0007719,IR-EG-013,EG,ELE-0019,Electronics & Appliances,36,38,30,2024-10-11,True,False,30.24
INV-0013563,IR-BR-025,BR,GRO-0003,Groceries & Fresh Food,178,46,17,2024-08-22,False,False,18.51
INV-0013876,IR-BR-027,BR,HOM-0016,Home & Living,137,40,15,2024-02-23,False,False,76.72
INV-0009102,IR-PK-002,PK,SPL-0002,Sports & Leisure,15,10,84,2024-04-08,False,True,4.2
INV-0012058,IR-BR-012,BR,FAP-0018,Fashion & Apparel,134,21,20,2024-10-07,False,False,37.52
INV-0010059,IR-PK-010,PK,HNB-0019,Health & Beauty,83,22,13,2024-05-14,False,False,6.97
INV-0001843,IR-UAE-016,UAE,FAP-0003,Fashion & Apparel,178,32,26,2024-01-21,False,False,42.72
INV-0002498,IR-FR-003,FR,HNB-0018,Health & Beauty,77,34,15,2024-06-26,False,False,13.09
INV-0000202,IR-UAE-002,UAE,HNB-0002,Health & Beauty,107,48,22,2024-08-28,False,False,10.7
INV-0011183,IR-BR-005,BR,ELE-0003,Electronics & Appliances,197,24,8,2024-04-15,False,False,945.6
INV-0003869,IR-FR-015,FR,ELE-0009,Electronics & Appliances,31,27,8,2024-09-08,False,False,23.56
INV-0005055,IR-FR-025,FR,GRO-0015,Groceries & Fresh Food,97,29,17,2024-09-17,False,False,4.27
INV-0005890,IR-FR-032,FR,GRO-0010,Groceries & Fresh Food,197,38,27,2024-03-05,False,False,7.49
INV-0002703,IR-FR-005,FR,HOM-0003,Home & Living,178,21,17,2024-08-04,False,False,64.08
INV-0007923,IR-EG-015,EG,GRO-0003,Groceries & Fresh Food,64,31,18,2024-12-07,False,False,6.66
INV-0000332,IR-UAE-003,UAE,HNB-0012,Health & Beauty,21,42,10,2024-05-16,True,False,3.28
INV-0003809,IR-FR-014,FR,HNB-0009,Health & Beauty,183,45,10,2024-01-19,False,False,19.03
INV-0000936,IR-UAE-008,UAE,HNB-0016,Health & Beauty,82,30,15,2024-12-19,False,False,9.02
INV-0001775,IR-UAE-015,UAE,HNB-0015,Health & Beauty,39,31,26,2024-03-19,False,False,5.3
INV-0012198,IR-BR-013,BR,HOM-0018,Home & Living,76,28,29,2024-11-06,False,False,28.88
INV-0008612,IR-EG-020,EG,HNB-0012,Health & Beauty,143,22,22,2024-02-09,False,False,22.31
INV-0012740,IR-BR-018,BR,GRO-0020,Groceries & Fresh Food,185,24,25,2024-11-05,False,False,11.47
INV-0000990,IR-UAE-009,UAE,ELE-0010,Electronics & Appliances,79,47,9,2024-11-17,False,False,28.44
INV-0005444,IR-FR-028,FR,FAP-0004,Fashion & Apparel,107,50,26,2024-05-26,False,False,12.84
INV-0012142,IR-BR-013,BR,ELE-0002,Electronics & Appliances,84,43,29,2024-04-08,False,False,873.6
INV-0006994,IR-EG-007,EG,ELE-0014,Electronics & Appliances,38,36,9,2024-02-14,False,False,16.72
INV-0011902,IR-BR-011,BR,ELE-0002,Electronics & Appliances,111,44,13,2024-02-23,False,False,1154.4
INV-0005807,IR-FR-031,FR,FAP-0007,Fashion & Apparel,180,25,24,2024-11-20,False,False,28.8
INV-0012169,IR-BR-013,BR,FAP-0009,Fashion & Apparel,90,30,23,2024-09-23,False,False,63.0
INV-0012120,IR-BR-012,BR,SPL-0020,Sports & Leisure,128,27,28,2024-12-13,False,False,15.36
INV-0006575,IR-EG-003,EG,HNB-0015,Health & Beauty,76,33,10,2024-07-06,False,False,10.34
INV-0003053,IR-FR-008,FR,FAP-0013,Fashion & Apparel,102,43,16,2024-09-08,False,False,20.4
INV-0012032,IR-BR-012,BR,ELE-0012,Electronics & Appliances,154,24,20,2024-03-27,False,False,107.8
INV-0008366,IR-EG-018,EG,HNB-0006,Health & Beauty,149,47,26,2024-09-14,False,False,22.35
INV-0004616,IR-FR-021,FR,FAP-0016,Fashion & Apparel,38,48,9,2024-05-15,True,False,9.12
INV-0003322,IR-FR-010,FR,HNB-0002,Health & Beauty,186,29,20,2024-08-07,False,False,18.6
INV-0010578,IR-PK-015,PK,GRO-0018,Groceries & Fresh Food,73,49,29,2024-02-17,False,False,1.46
INV-0006247,IR-EG-001,EG,GRO-0007,Groceries & Fresh Food,160,48,13,2024-09-15,False,False,5.76
INV-0006049,IR-FR-033,FR,FAP-0009,Fashion & Apparel,25,41,23,2024-08-08,True,False,17.5
INV-0003312,IR-FR-010,FR,HOM-0012,Home & Living,139,36,28,2024-02-11,False,False,22.24
INV-0010834,IR-BR-002,BR,ELE-0014,Electronics & Appliances,34,49,26,2024-05-02,True,False,14.96
INV-0010957,IR-BR-003,BR,ELE-0017,Electronics & Appliances,58,47,13,2024-01-05,False,False,203.0
INV-0013061,IR-BR-020,BR,SPL-0001,Sports & Leisure,40,38,18,2024-01-17,False,False,14.4
INV-0008211,IR-EG-017,EG,FAP-0011,Fashion & Apparel,49,43,15,2024-12-16,False,False,27.44
INV-0003629,IR-FR-013,FR,ELE-0009,Electronics & Appliances,129,44,12,2024-10-15,False,False,98.04
INV-0012340,IR-BR-014,BR,HNB-0020,Health & Beauty,66,36,29,2024-05-21,False,False,4.09
INV-0010367,IR-PK-013,PK,FAP-0007,Fashion & Apparel,82,32,22,2024-02-09,False,False,13.12
INV-0001357,IR-UAE-012,UAE,ELE-0017,Electronics & Appliances,46,29,23,2024-03-23,False,False,161.0
INV-0005003,IR-FR-024,FR,HNB-0003,Health & Beauty,150,36,27,2024-07-13,False,False,12.6
INV-0010815,IR-BR-002,BR,GRO-0015,Groceries & Fresh Food,105,27,20,2024-04-21,False,False,4.62
INV-0005824,IR-FR-031,FR,HOM-0004,Home & Living,136,50,26,2024-04-28,False,False,43.52
INV-0013230,IR-BR-022,BR,ELE-0010,Electronics & Appliances,192,35,13,2024-03-04,False,False,69.12
INV-0005671,IR-FR-030,FR,ELE-0011,Electronics & Appliances,139,42,7,2024-04-22,False,False,77.84
INV-0003113,IR-FR-008,FR,SPL-0013,Sports & Leisure,108,23,20,2024-01-22,False,False,17.28
INV-0000183,IR-UAE-002,UAE,HOM-0003,Home & Living,187,26,20,2024-11-14,False,False,67.32
INV-0012334,IR-BR-014,BR,HNB-0014,Health & Beauty,116,33,23,2024-01-06,False,False,64.96
INV-0010005,IR-PK-010,PK,FAP-0005,Fashion & Apparel,37,26,27,2024-09-05,False,False,2.96
INV-0000856,IR-UAE-008,UAE,GRO-0016,Groceries & Fresh Food,156,40,25,2024-01-28,False,False,23.4
INV-0011736,IR-BR-009,BR,HNB-0016,Health & Beauty,81,50,15,2024-01-28,False,False,8.91
INV-0004913,IR-FR-023,FR,SPL-0013,Sports & Leisure,50,49,23,2024-07-25,False,False,8.0
INV-0011892,IR-BR-011,BR,GRO-0012,Groceries & Fresh Food,37,33,17,2024-04-11,False,False,0.81
INV-0001801,IR-UAE-016,UAE,GRO-0001,Groceries & Fresh Food,134,37,22,2024-01-11,False,False,12.06
INV-0012886,IR-BR-019,BR,FAP-0006,Fashion & Apparel,41,35,12,2024-10-09,False,False,12.3
INV-0005483,IR-FR-028,FR,HNB-0003,Health & Beauty,104,30,18,2024-10-02,False,False,8.74
INV-0011606,IR-BR-008,BR,HNB-0006,Health & Beauty,194,42,24,2024-04-12,False,False,29.1
INV-0001969,IR-UAE-017,UAE,FAP-0009,Fashion & Apparel,120,39,26,2024-07-20,False,False,84.0
INV-0011597,IR-BR-008,BR,HOM-0017,Home & Living,182,44,21,2024-04-02,False,False,43.68
INV-0011342,IR-BR-006,BR,HOM-0002,Home & Living,54,50,10,2024-03-16,False,False,15.12
INV-0004698,IR-FR-022,FR,GRO-0018,Groceries & Fresh Food,27,31,19,2024-05-03,True,False,0.54
INV-0004988,IR-FR-024,FR,HOM-0008,Home & Living,69,20,10,2024-01-15,False,False,15.18
INV-0004651,IR-FR-021,FR,HNB-0011,Health & Beauty,70,27,8,2024-08-28,False,False,39.2
INV-0001160,IR-UAE-010,UAE,HOM-0020,Home & Living,71,36,14,2024-01-19,False,False,8.52
INV-0009406,IR-PK-005,PK,FAP-0006,Fashion & Apparel,194,23,23,2024-12-24,False,False,58.2
INV-0010785,IR-BR-001,BR,SPL-0005,Sports & Leisure,64,39,8,2024-02-22,False,False,46.08
INV-0001326,IR-UAE-012,UAE,GRO-0006,Groceries & Fresh Food,182,24,25,2024-01-16,False,False,7.64
INV-0010289,IR-PK-012,PK,HNB-0009,Health & Beauty,168,24,30,2024-05-24,False,False,17.47
INV-0012397,IR-BR-015,BR,ELE-0017,Electronics & Appliances,53,26,7,2024-09-03,False,False,185.5
INV-0004797,IR-FR-022,FR,SPL-0017,Sports & Leisure,127,50,9,2024-11-15,False,False,17.78
INV-0006797,IR-EG-005,EG,HOM-0017,Home & Living,139,38,8,2024-12-19,False,False,33.36
INV-0005809,IR-FR-031,FR,FAP-0009,Fashion & Apparel,195,30,28,2024-01-13,False,False,136.5
INV-0013740,IR-BR-026,BR,FAP-0020,Fashion & Apparel,33,39,26,2024-06-24,True,False,5.94
INV-0001456,IR-UAE-013,UAE,GRO-0016,Groceries & Fresh Food,29,34,19,2024-10-19,True,False,4.35
INV-0005411,IR-FR-028,FR,GRO-0011,Groceries & Fresh Food,159,20,27,2024-05-27,False,False,3.82
INV-0008334,IR-EG-018,EG,FAP-0014,Fashion & Apparel,132,36,18,2024-04-17,False,False,23.76
INV-0002801,IR-FR-006,FR,FAP-0001,Fashion & Apparel,143,36,7,2024-01-05,False,False,51.48
INV-0009837,IR-PK-008,PK,SPL-0017,Sports & Leisure,24,10,82,2024-07-24,False,True,3.36
INV-0010333,IR-PK-013,PK,GRO-0013,Groceries & Fresh Food,57,29,17,2024-09-10,False,False,1.48
INV-0007617,IR-EG-012,EG,FAP-0017,Fashion & Apparel,115,20,20,2024-06-20,False,False,29.9
INV-0012461,IR-BR-015,BR,SPL-0001,Sports & Leisure,156,20,9,2024-12-10,False,False,56.16
INV-0007816,IR-EG-014,EG,GRO-0016,Groceries & Fresh Food,25,31,16,2024-05-08,True,False,3.75
INV-0004379,IR-FR-019,FR,FAP-0019,Fashion & Apparel,86,24,18,2024-08-25,False,False,6.88
INV-0008922,IR-PK-001,PK,FAP-0002,Fashion & Apparel,197,34,13,2024-05-09,False,False,55.16
INV-0011075,IR-BR-004,BR,ELE-0015,Electronics & Appliances,191,47,17,2024-09-25,False,False,553.9
INV-0006717,IR-EG-004,EG,SPL-0017,Sports & Leisure,23,10,99,2024-03-25,False,True,3.22
INV-0010129,IR-PK-011,PK,FAP-0009,Fashion & Apparel,61,41,25,2024-04-03,False,False,42.7
INV-0003737,IR-FR-014,FR,GRO-0017,Groceries & Fresh Food,104,47,16,2024-02-14,False,False,5.82
INV-0002262,IR-FR-001,FR,SPL-0002,Sports & Leisure,68,30,26,2024-02-21,False,False,19.04
INV-0007430,IR-EG-010,EG,SPL-0010,Sports & Leisure,23,10,49,2024-06-15,False,True,10.12
INV-0004006,IR-FR-016,FR,FAP-0006,Fashion & Apparel,197,27,22,2024-01-08,False,False,59.1
INV-0009303,IR-PK-004,PK,HOM-0003,Home & Living,168,28,16,2024-06-11,False,False,60.48
INV-0012501,IR-BR-016,BR,ELE-0001,Electronics & Appliances,156,27,24,2024-05-26,False,False,1185.6
INV-0002395,IR-FR-002,FR,SPL-0015,Sports & Leisure,42,47,25,2024-11-19,True,False,23.52
INV-0001186,IR-UAE-010,UAE,SPL-0006,Sports & Leisure,29,10,54,2024-03-23,False,True,16.24
INV-0002008,IR-UAE-017,UAE,HNB-0008,Health & Beauty,50,39,17,2024-01-21,False,False,24.0
